Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1604380383,FE80::C19:26D9:4D89:31D5,5353,FF02::FB,5353,17,542,0,2,0,1604380383441;1604380383747;,430;112;,1;1;
1604380383,192.168.1.201,5353,224.0.0.251,5353,17,502,0,2,0,1604380383441;1604380383747;,410;92;,1;1;
1604380383,192.168.1.192,50144,137.110.0.69,443,17,47375,9797,58,26,1604380383531;1604380383532;1604380383532;1604380383532;1604380383548;1604380383548;1604380383548;1604380383549;1604380383550;1604380383551;1604380383574;1604380383574;1604380383576;1604380383661;1604380383662;1604380383662;1604380383750;1604380383750;1604380383750;1604380383750;1604380383750;1604380383750;1604380383751;1604380383751;1604380383754;1604380383755;1604380383755;1604380383807;1604380383844;1604380383844;1604380383844;1604380383845;1604380383845;1604380383845;1604380383845;1604380383846;1604380383849;1604380383849;1604380383849;1604380383849;1604380383850;1604380383850;1604380383850;1604380383850;1604380383850;1604380383850;1604380383850;1604380383850;1604380383851;1604380383851;1604380383892;1604380383933;1604380383937;1604380383937;1604380383937;1604380383938;1604380383938;1604380383938;1604380383938;1604380383938;1604380383938;1604380383938;1604380383938;1604380383941;1604380383941;1604380383941;1604380383942;1604380383942;1604380383942;1604380383942;1604380383942;1604380383942;1604380383942;1604380383942;1604380383942;1604380383946;1604380383946;1604380383946;1604380383946;1604380383946;1604380383946;1604380383946;1604380383946;1604380383946;,152;137;106;106;106;106;106;106;142;142;602;223;118;118;106;637;106;1366;1366;1366;1366;350;106;106;232;205;477;323;106;380;184;106;408;144;144;106;284;1366;1366;476;1366;1366;476;1366;1366;476;1366;1366;476;1366;301;106;106;106;148;1366;1366;1366;1366;1366;709;1366;1366;106;106;148;1366;1366;846;1366;1366;1366;1366;148;846;106;148;1366;1366;1366;1366;1366;1366;846;,2;2;1;1;1;1;1;1;1;1;2;2;1;2;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;1;1;
1604380384,192.168.1.192,50144,137.110.0.69,443,17,10385,40234,29,54,1604380384027;1604380384027;1604380384027;1604380384028;1604380384028;1604380384028;1604380384028;1604380384028;1604380384028;1604380384028;1604380384028;1604380384028;1604380384029;1604380384033;1604380384033;1604380384033;1604380384034;1604380384034;1604380384034;1604380384034;1604380384034;1604380384034;1604380384034;1604380384035;1604380384035;1604380384035;1604380384035;1604380384035;1604380384035;1604380384036;1604380384036;1604380384077;1604380384116;1604380384116;1604380384116;1604380384121;1604380384125;1604380384125;1604380384125;1604380384165;1604380384321;1604380384347;1604380384347;1604380384347;1604380384347;1604380384347;1604380384347;1604380384347;1604380384348;1604380384348;1604380384348;1604380384348;1604380384349;1604380384349;1604380384356;1604380384356;1604380384356;1604380384356;1604380384356;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384357;1604380384358;1604380384358;1604380384358;1604380384358;1604380384358;1604380384358;1604380384359;1604380384359;1604380384359;1604380384360;1604380384362;1604380384362;1604380384363;,106;148;1366;1366;106;148;1366;106;148;1366;1366;953;106;106;106;148;106;106;148;106;148;106;148;106;106;148;148;106;148;106;106;106;106;106;148;106;407;144;106;106;270;1366;1366;147;1366;1366;1366;1366;106;106;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;1366;1366;1366;1366;106;106;106;106;106;106;1366;1014;106;,2;2;1;1;2;2;1;2;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;2;2;1;
1604380384,FE80::C19:26D9:4D89:31D5,5353,FF02::FB,5353,17,430,0,1,0,1604380384362;,430;,1;
1604380384,192.168.1.201,5353,224.0.0.251,5353,17,410,0,1,0,1604380384362;,410;,1;
1604380385,192.168.1.192,50144,137.110.0.69,443,17,590,941,5,7,1604380385080;1604380385080;1604380385080;1604380385081;1604380385081;1604380385081;1604380385146;1604380385850;1604380385851;1604380385851;1604380385852;1604380385871;,165;150;126;126;126;126;126;162;106;106;106;106;,2;2;2;1;1;1;2;2;2;1;1;2;
