Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1604381836,192.168.1.192,50144,137.110.0.69,443,17,906,14936,7,11,1604381836565;1604381836601;1604381836642;1604381836997;1604381836997;1604381836997;1604381836997;1604381836997;1604381836997;1604381836997;1604381836997;1604381836997;1604381836998;1604381836999;1604381836999;1604381836999;1604381836999;1604381836999;,270;1276;106;1366;1366;1366;1366;1366;106;1366;1366;106;106;1366;1366;1366;106;106;,1;2;1;2;2;2;2;2;1;2;2;1;1;2;2;2;1;1;
1604381837,192.168.1.192,50144,137.110.0.69,443,17,954,21997,9,17,1604381837000;1604381837000;1604381837000;1604381837001;1604381837002;1604381837002;1604381837003;1604381837003;1604381837003;1604381837003;1604381837003;1604381837003;1604381837004;1604381837004;1604381837004;1604381837005;1604381837005;1604381837005;1604381837005;1604381837005;1604381837005;1604381837006;1604381837006;1604381837006;1604381837006;1604381837046;,1366;1366;106;1366;1366;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;141;106;106;,2;2;1;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;1;
1604381837,FE80::A608:F5FF:FE6C:3BA6,0,FF02::1,0,58,96,0,1,0,1604381837569;,96;,1;
1604381838,192.168.1.192,50144,137.110.0.69,443,17,1891,36953,16,29,1604381838278;1604381838406;1604381838562;1604381838588;1604381838589;1604381838589;1604381838589;1604381838589;1604381838589;1604381838589;1604381838589;1604381838589;1604381838589;1604381838590;1604381838590;1604381838593;1604381838593;1604381838593;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838595;1604381838596;1604381838596;1604381838596;1604381838596;1604381838596;1604381838596;1604381838596;1604381838596;1604381838597;1604381838597;1604381838597;1604381838597;1604381838597;1604381838597;1604381838597;,136;106;271;1366;1366;1366;730;1366;1366;1366;1366;106;106;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;1366;1366;106;106;106;106;106;1366;1366;1366;106;106;601;106;,1;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;1;1;2;1;
1604381838,192.168.1.250,5353,224.0.0.251,5353,17,94,0,1,0,1604381838586;,94;,1;
1604381838,FE80::18E8:4187:D35E:3ACE,5353,FF02::FB,5353,17,114,0,1,0,1604381838586;,114;,1;
1604381839,192.168.1.220,5353,224.0.0.251,5353,17,140,0,1,0,1604381839504;,140;,1;
1604381839,FE80::418:4D79:755D:4E96,5353,FF02::FB,5353,17,160,0,1,0,1604381839505;,160;,1;
1604381839,192.168.1.192,50144,137.110.0.69,443,17,141,0,1,0,1604381839928;,141;,1;
1604381840,192.168.1.192,50144,137.110.0.69,443,17,39976,1010373,374,743,1604381840018;1604381840059;1604381840560;1604381840560;1604381840585;1604381840588;1604381840590;1604381840590;1604381840591;1604381840591;1604381840591;1604381840592;1604381840594;1604381840594;1604381840595;1604381840596;1604381840596;1604381840596;1604381840596;1604381840596;1604381840596;1604381840596;1604381840597;1604381840597;1604381840598;1604381840598;1604381840599;1604381840599;1604381840599;1604381840599;1604381840599;1604381840599;1604381840599;1604381840600;1604381840600;1604381840601;1604381840601;1604381840601;1604381840601;1604381840601;1604381840602;1604381840603;1604381840605;1604381840605;1604381840605;1604381840605;1604381840605;1604381840605;1604381840605;1604381840605;1604381840606;1604381840606;1604381840606;1604381840606;1604381840606;1604381840606;1604381840607;1604381840607;1604381840607;1604381840607;1604381840607;1604381840607;1604381840608;1604381840608;1604381840608;1604381840608;1604381840608;1604381840609;1604381840609;1604381840610;1604381840610;1604381840611;1604381840611;1604381840611;1604381840611;1604381840611;1604381840611;1604381840612;1604381840612;1604381840612;1604381840612;1604381840612;1604381840613;1604381840613;1604381840613;1604381840613;1604381840614;1604381840614;1604381840614;1604381840614;1604381840614;1604381840615;1604381840615;1604381840615;1604381840615;1604381840615;1604381840616;1604381840616;1604381840616;1604381840616;1604381840616;1604381840616;1604381840617;1604381840617;1604381840617;1604381840617;1604381840618;1604381840619;1604381840619;1604381840619;1604381840619;1604381840619;1604381840619;1604381840620;1604381840620;1604381840620;1604381840620;1604381840620;1604381840620;1604381840621;1604381840621;1604381840621;1604381840621;1604381840621;1604381840621;1604381840621;1604381840622;1604381840622;1604381840622;1604381840622;1604381840622;1604381840622;1604381840622;1604381840623;1604381840623;1604381840623;1604381840623;1604381840623;1604381840624;1604381840624;1604381840625;1604381840626;1604381840626;1604381840626;1604381840626;1604381840626;1604381840626;1604381840627;1604381840627;1604381840627;1604381840627;1604381840627;1604381840627;1604381840631;1604381840631;1604381840632;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840640;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840641;1604381840642;1604381840642;1604381840642;1604381840642;1604381840642;1604381840643;1604381840643;1604381840643;1604381840643;1604381840643;1604381840643;1604381840643;1604381840643;1604381840646;1604381840646;1604381840646;1604381840646;1604381840650;1604381840650;1604381840650;1604381840650;1604381840650;1604381840651;1604381840651;1604381840651;1604381840656;1604381840656;1604381840656;1604381840656;1604381840656;1604381840656;1604381840657;1604381840657;1604381840657;1604381840658;1604381840658;1604381840658;1604381840658;1604381840658;1604381840658;1604381840658;1604381840658;1604381840658;1604381840660;1604381840660;1604381840660;1604381840660;1604381840660;1604381840660;1604381840660;1604381840660;1604381840661;1604381840662;1604381840662;1604381840662;1604381840662;1604381840662;1604381840662;1604381840662;1604381840663;1604381840663;1604381840663;1604381840663;1604381840663;1604381840663;1604381840663;1604381840663;1604381840664;1604381840664;1604381840664;1604381840664;1604381840666;1604381840666;1604381840671;1604381840671;1604381840671;1604381840671;1604381840671;1604381840671;1604381840671;1604381840671;1604381840671;1604381840672;1604381840672;1604381840672;1604381840672;1604381840672;1604381840672;1604381840672;1604381840673;1604381840673;1604381840673;1604381840674;1604381840674;1604381840674;1604381840674;1604381840674;1604381840674;1604381840674;1604381840674;1604381840675;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840679;1604381840680;1604381840680;1604381840680;1604381840680;1604381840680;1604381840680;1604381840681;1604381840681;1604381840681;1604381840681;1604381840681;1604381840681;1604381840681;1604381840681;1604381840681;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840682;1604381840683;1604381840683;1604381840684;1604381840684;1604381840684;1604381840684;1604381840684;1604381840684;1604381840684;1604381840684;1604381840685;1604381840690;1604381840690;1604381840690;1604381840690;1604381840690;1604381840690;1604381840691;1604381840691;1604381840691;1604381840692;1604381840692;1604381840692;1604381840692;1604381840692;1604381840692;1604381840692;1604381840692;1604381840693;1604381840695;1604381840695;1604381840695;1604381840695;1604381840695;1604381840695;1604381840695;1604381840695;1604381840696;1604381840698;1604381840698;1604381840698;1604381840698;1604381840698;1604381840698;1604381840699;1604381840699;1604381840699;1604381840707;1604381840707;1604381840707;1604381840707;1604381840707;1604381840707;1604381840707;1604381840708;1604381840708;1604381840711;1604381840711;1604381840711;1604381840711;1604381840711;1604381840711;1604381840711;1604381840712;1604381840712;1604381840713;1604381840713;1604381840713;1604381840713;1604381840713;1604381840713;1604381840713;1604381840713;1604381840713;1604381840714;1604381840714;1604381840714;1604381840714;1604381840714;1604381840714;1604381840715;1604381840715;1604381840715;1604381840716;1604381840716;1604381840716;1604381840716;1604381840716;1604381840716;1604381840716;1604381840716;1604381840716;1604381840717;1604381840717;1604381840717;1604381840717;1604381840717;1604381840717;1604381840718;1604381840718;1604381840718;1604381840719;1604381840719;1604381840719;1604381840719;1604381840719;1604381840719;1604381840719;1604381840719;1604381840720;1604381840720;1604381840720;1604381840720;1604381840720;1604381840720;1604381840720;1604381840721;1604381840721;1604381840721;1604381840722;1604381840722;1604381840722;1604381840722;1604381840722;1604381840722;1604381840722;1604381840722;1604381840723;1604381840723;1604381840723;1604381840724;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840726;1604381840727;1604381840727;1604381840727;1604381840727;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840728;1604381840729;1604381840729;1604381840729;1604381840729;1604381840729;1604381840729;1604381840730;1604381840730;1604381840730;1604381840730;1604381840734;1604381840734;1604381840734;1604381840734;1604381840734;1604381840734;1604381840734;1604381840734;1604381840734;1604381840735;1604381840735;1604381840735;1604381840735;1604381840735;1604381840735;1604381840736;1604381840736;1604381840736;1604381840737;1604381840737;1604381840737;1604381840737;1604381840737;1604381840737;1604381840737;1604381840737;1604381840738;1604381840738;1604381840738;1604381840738;1604381840738;1604381840738;1604381840738;1604381840739;1604381840739;1604381840739;1604381840746;1604381840746;1604381840746;1604381840746;1604381840746;1604381840746;1604381840746;1604381840746;1604381840746;1604381840747;1604381840747;1604381840747;1604381840747;1604381840747;1604381840747;1604381840748;1604381840748;1604381840748;1604381840749;1604381840749;1604381840749;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840754;1604381840755;1604381840755;1604381840755;1604381840755;1604381840755;1604381840759;1604381840759;1604381840759;1604381840759;1604381840759;1604381840759;1604381840760;1604381840760;1604381840760;1604381840761;1604381840761;1604381840761;1604381840761;1604381840761;1604381840761;1604381840761;1604381840761;1604381840762;1604381840762;1604381840762;1604381840762;1604381840762;1604381840762;1604381840762;1604381840763;1604381840763;1604381840763;1604381840764;1604381840764;1604381840764;1604381840764;1604381840764;1604381840764;1604381840764;1604381840765;1604381840765;1604381840769;1604381840769;1604381840769;1604381840769;1604381840769;1604381840769;1604381840770;1604381840770;1604381840770;1604381840771;1604381840771;1604381840771;1604381840771;1604381840771;1604381840771;1604381840771;1604381840771;1604381840772;1604381840772;1604381840772;1604381840772;1604381840772;1604381840772;1604381840772;1604381840773;1604381840773;1604381840773;1604381840774;1604381840775;1604381840775;1604381840775;1604381840775;1604381840776;1604381840776;1604381840776;1604381840776;1604381840803;1604381840803;1604381840803;1604381840803;1604381840804;1604381840804;1604381840804;1604381840804;1604381840804;1604381840805;1604381840805;1604381840805;1604381840805;1604381840806;1604381840807;1604381840807;1604381840807;1604381840807;1604381840807;1604381840807;1604381840808;1604381840808;1604381840808;1604381840809;1604381840809;1604381840809;1604381840809;1604381840810;1604381840810;1604381840810;1604381840811;1604381840811;1604381840811;1604381840812;1604381840815;1604381840815;1604381840815;1604381840815;1604381840815;1604381840816;1604381840816;1604381840816;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840821;1604381840822;1604381840822;1604381840822;1604381840822;1604381840822;1604381840823;1604381840827;1604381840827;1604381840827;1604381840827;1604381840827;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840830;1604381840831;1604381840831;1604381840831;1604381840831;1604381840831;1604381840832;1604381840832;1604381840836;1604381840837;1604381840837;1604381840837;1604381840837;1604381840838;1604381840838;1604381840839;1604381840839;1604381840839;1604381840839;1604381840839;1604381840841;1604381840841;1604381840841;1604381840841;1604381840841;1604381840842;1604381840842;1604381840844;1604381840844;1604381840844;1604381840844;1604381840844;1604381840845;1604381840845;1604381840845;1604381840845;1604381840845;1604381840846;1604381840846;1604381840847;1604381840847;1604381840847;1604381840847;1604381840847;1604381840847;1604381840848;1604381840848;1604381840848;1604381840848;1604381840849;1604381840849;1604381840850;1604381840850;1604381840850;1604381840850;1604381840850;1604381840850;1604381840851;1604381840851;1604381840851;1604381840851;1604381840852;1604381840852;1604381840853;1604381840853;1604381840853;1604381840853;1604381840853;1604381840853;1604381840854;1604381840854;1604381840854;1604381840854;1604381840854;1604381840855;1604381840856;1604381840856;1604381840856;1604381840856;1604381840856;1604381840856;1604381840857;1604381840857;1604381840860;1604381840860;1604381840860;1604381840860;1604381840861;1604381840861;1604381840861;1604381840861;1604381840861;1604381840861;1604381840862;1604381840862;1604381840862;1604381840866;1604381840866;1604381840867;1604381840867;1604381840867;1604381840867;1604381840867;1604381840867;1604381840867;1604381840868;1604381840868;1604381840868;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840872;1604381840873;1604381840873;1604381840873;1604381840873;1604381840873;1604381840873;1604381840876;1604381840876;1604381840876;1604381840876;1604381840876;1604381840876;1604381840877;1604381840877;1604381840877;1604381840877;1604381840878;1604381840878;1604381840879;1604381840879;1604381840879;1604381840879;1604381840879;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840882;1604381840883;1604381840883;1604381840883;1604381840883;1604381840883;1604381840883;1604381840884;1604381840885;1604381840885;1604381840885;1604381840885;1604381840885;1604381840885;1604381840886;1604381840886;1604381840886;1604381840886;1604381840886;1604381840886;1604381840887;1604381840887;1604381840887;1604381840887;1604381840888;1604381840888;1604381840889;1604381840889;1604381840889;1604381840889;1604381840889;1604381840890;1604381840891;1604381840891;1604381840891;1604381840891;1604381840891;1604381840892;1604381840892;1604381840892;1604381840892;1604381840892;1604381840892;1604381840892;1604381840892;1604381840892;1604381840893;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840897;1604381840898;1604381840898;1604381840898;1604381840899;1604381840902;1604381840902;1604381840902;1604381840902;1604381840902;1604381840902;1604381840902;1604381840903;1604381840904;1604381840904;1604381840904;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840908;1604381840909;1604381840909;1604381840909;1604381840909;1604381840909;1604381840909;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840910;1604381840915;1604381840915;1604381840915;1604381840915;1604381840915;1604381840915;1604381840916;1604381840916;1604381840916;1604381840917;1604381840917;1604381840917;1604381840917;1604381840917;1604381840917;1604381840917;1604381840917;1604381840917;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840921;1604381840922;1604381840922;1604381840922;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840923;1604381840924;1604381840924;1604381840924;1604381840924;1604381840924;1604381840924;1604381840924;1604381840925;1604381840925;1604381840925;1604381840926;1604381840926;1604381840926;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840931;1604381840932;1604381840932;1604381840932;1604381840932;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840933;1604381840934;1604381840934;1604381840934;1604381840934;1604381840938;1604381840938;1604381840938;1604381840938;1604381840938;1604381840938;1604381840938;1604381840939;1604381840939;1604381840941;1604381840941;1604381840941;1604381840941;1604381840941;1604381840941;1604381840942;1604381840942;1604381840942;1604381840944;1604381840944;1604381840944;1604381840944;1604381840944;1604381840944;1604381840945;1604381840986;,137;106;271;273;106;1366;1366;1245;106;1366;1366;106;1366;775;106;1366;1366;1366;1366;1366;1366;106;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1154;106;106;106;1366;1366;1366;1366;1366;1366;106;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;106;106;1366;106;1366;1366;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;1366;1366;1366;106;106;106;106;106;1366;1366;1366;106;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;1366;1366;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1354;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;1366;1366;329;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;106;1366;1366;1366;106;106;1366;1366;1366;106;1366;106;1366;1366;106;1366;1366;106;1366;1366;106;1366;1366;106;1366;1366;106;1366;1366;1366;106;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;106;1366;1366;1366;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;106;1366;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1263;106;106;106;,2;1;1;1;2;2;2;2;1;2;2;1;2;2;1;2;2;2;2;2;2;1;2;1;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;1;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;2;2;1;2;2;2;1;1;2;2;2;1;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;1;2;2;2;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;
