Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1604380504,192.168.1.192,50144,137.110.0.69,443,17,19075,399873,163,305,1604380504126;1604380504222;1604380504223;1604380504265;1604380504318;1604380504349;1604380504349;1604380504349;1604380504353;1604380504353;1604380504354;1604380504357;1604380504357;1604380504357;1604380504358;1604380504359;1604380504359;1604380504359;1604380504359;1604380504359;1604380504359;1604380504360;1604380504360;1604380504361;1604380504362;1604380504362;1604380504362;1604380504363;1604380504363;1604380504363;1604380504363;1604380504364;1604380504364;1604380504364;1604380504365;1604380504365;1604380504366;1604380504367;1604380504369;1604380504369;1604380504369;1604380504370;1604380504372;1604380504372;1604380504372;1604380504372;1604380504373;1604380504373;1604380504389;1604380504416;1604380504422;1604380504422;1604380504422;1604380504422;1604380504422;1604380504423;1604380504423;1604380504423;1604380504423;1604380504424;1604380504424;1604380504426;1604380504426;1604380504426;1604380504426;1604380504427;1604380504427;1604380504428;1604380504428;1604380504428;1604380504428;1604380504428;1604380504428;1604380504429;1604380504429;1604380504429;1604380504429;1604380504429;1604380504430;1604380504431;1604380504431;1604380504431;1604380504431;1604380504431;1604380504431;1604380504432;1604380504432;1604380504432;1604380504432;1604380504433;1604380504433;1604380504434;1604380504434;1604380504434;1604380504434;1604380504434;1604380504434;1604380504441;1604380504441;1604380504441;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504444;1604380504445;1604380504445;1604380504445;1604380504445;1604380504445;1604380504445;1604380504445;1604380504446;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504450;1604380504451;1604380504451;1604380504452;1604380504452;1604380504456;1604380504456;1604380504456;1604380504456;1604380504457;1604380504457;1604380504458;1604380504458;1604380504458;1604380504458;1604380504458;1604380504458;1604380504460;1604380504460;1604380504460;1604380504460;1604380504460;1604380504460;1604380504461;1604380504461;1604380504461;1604380504461;1604380504462;1604380504462;1604380504463;1604380504463;1604380504463;1604380504463;1604380504463;1604380504464;1604380504464;1604380504464;1604380504464;1604380504464;1604380504465;1604380504465;1604380504466;1604380504466;1604380504466;1604380504466;1604380504467;1604380504467;1604380504472;1604380504472;1604380504473;1604380504474;1604380504474;1604380504474;1604380504474;1604380504475;1604380504475;1604380504475;1604380504475;1604380504476;1604380504480;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504492;1604380504493;1604380504493;1604380504493;1604380504493;1604380504493;1604380504493;1604380504493;1604380504493;1604380504493;1604380504494;1604380504494;1604380504494;1604380504494;1604380504495;1604380504495;1604380504496;1604380504496;1604380504496;1604380504496;1604380504497;1604380504497;1604380504498;1604380504498;1604380504498;1604380504498;1604380504498;1604380504498;1604380504503;1604380504503;1604380504503;1604380504503;1604380504503;1604380504503;1604380504506;1604380504506;1604380504506;1604380504506;1604380504506;1604380504507;1604380504507;1604380504507;1604380504507;1604380504507;1604380504508;1604380504508;1604380504509;1604380504509;1604380504509;1604380504509;1604380504509;1604380504510;1604380504510;1604380504510;1604380504510;1604380504510;1604380504511;1604380504511;1604380504512;1604380504512;1604380504512;1604380504512;1604380504512;1604380504513;1604380504513;1604380504513;1604380504513;1604380504513;1604380504514;1604380504514;1604380504514;1604380504514;1604380504514;1604380504514;1604380504515;1604380504515;1604380504516;1604380504516;1604380504516;1604380504516;1604380504516;1604380504517;1604380504524;1604380504526;1604380504526;1604380504526;1604380504526;1604380504526;1604380504526;1604380504527;1604380504527;1604380504528;1604380504530;1604380504530;1604380504531;1604380504542;1604380504542;1604380504542;1604380504542;1604380504542;1604380504542;1604380504542;1604380504542;1604380504543;1604380504546;1604380504546;1604380504546;1604380504546;1604380504546;1604380504547;1604380504548;1604380504548;1604380504549;1604380504551;1604380504551;1604380504551;1604380504556;1604380504556;1604380504556;1604380504556;1604380504556;1604380504557;1604380504561;1604380504561;1604380504561;1604380504561;1604380504562;1604380504562;1604380504563;1604380504563;1604380504563;1604380504563;1604380504563;1604380504563;1604380504564;1604380504564;1604380504564;1604380504565;1604380504565;1604380504565;1604380504565;1604380504566;1604380504566;1604380504567;1604380504567;1604380504567;1604380504567;1604380504568;1604380504568;1604380504573;1604380504573;1604380504573;1604380504573;1604380504573;1604380504573;1604380504573;1604380504574;1604380504575;1604380504575;1604380504575;1604380504575;1604380504575;1604380504575;1604380504577;1604380504577;1604380504577;1604380504577;1604380504591;1604380504591;1604380504591;1604380504591;1604380504591;1604380504591;1604380504591;1604380504591;1604380504592;1604380504592;1604380504592;1604380504593;1604380504596;1604380504596;1604380504596;1604380504596;1604380504596;1604380504597;1604380504601;1604380504601;1604380504601;1604380504601;1604380504601;1604380504601;1604380504609;1604380504609;1604380504609;1604380504609;1604380504609;1604380504610;1604380504611;1604380504611;1604380504611;1604380504611;1604380504611;1604380504612;1604380504613;1604380504613;1604380504613;1604380504613;1604380504614;1604380504614;1604380504615;1604380504615;1604380504615;1604380504615;1604380504616;1604380504616;1604380504617;1604380504617;1604380504617;1604380504617;1604380504618;1604380504618;1604380504624;1604380504624;1604380504624;1604380504624;1604380504625;1604380504625;1604380504626;1604380504626;1604380504626;1604380504626;1604380504626;1604380504627;1604380504627;1604380504628;1604380504749;1604380504749;1604380504749;1604380504750;1604380504750;1604380504750;1604380504768;1604380504769;1604380504769;1604380504791;1604380504791;1604380504792;1604380504838;1604380504877;1604380504878;1604380504879;1604380504913;1604380504914;1604380504964;1604380504966;1604380504966;1604380504966;1604380504967;1604380504967;1604380504968;1604380504971;1604380504972;1604380504973;1604380504973;,323;106;301;106;270;1366;1366;106;1366;190;106;1366;1107;1366;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;106;106;1366;1366;106;1366;1366;106;1366;1366;106;1366;1366;1366;106;1366;1366;1366;152;106;106;271;1366;1366;1364;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;106;1366;1366;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1366;1366;1366;1366;106;106;1219;106;152;137;106;106;106;106;126;142;142;602;223;118;106;118;106;637;126;126;106;1366;1366;1366;106;1366;106;350;232;205;477;,1;2;2;1;1;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;1;1;2;2;1;2;2;1;2;2;1;2;2;2;1;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;1;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;1;2;2;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;2;2;2;1;1;2;1;2;2;2;1;1;1;1;1;1;2;2;1;2;2;1;1;2;1;2;2;2;2;1;2;1;2;1;1;1;
1604380504,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,1134,0,4,0,1604380504276;1604380504276;1604380504583;1604380504788;,254;478;193;209;,1;1;1;1;
1604380504,192.168.1.202,5353,224.0.0.251,5353,17,820,0,3,0,1604380504276;1604380504582;1604380504788;,458;173;189;,1;1;1;
1604380505,192.168.1.192,50144,137.110.0.69,443,17,56696,6113,58,42,1604380505059;1604380505059;1604380505059;1604380505060;1604380505060;1604380505060;1604380505061;1604380505061;1604380505065;1604380505065;1604380505065;1604380505065;1604380505065;1604380505065;1604380505066;1604380505066;1604380505066;1604380505066;1604380505066;1604380505066;1604380505066;1604380505066;1604380505156;1604380505165;1604380505165;1604380505165;1604380505165;1604380505165;1604380505166;1604380505166;1604380505166;1604380505166;1604380505166;1604380505166;1604380505166;1604380505166;1604380505166;1604380505170;1604380505170;1604380505170;1604380505170;1604380505170;1604380505170;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505171;1604380505243;1604380505271;1604380505272;1604380505272;1604380505272;1604380505272;1604380505272;1604380505272;1604380505273;1604380505273;1604380505273;1604380505273;1604380505273;1604380505274;1604380505274;1604380505274;1604380505276;1604380505276;1604380505277;1604380505278;1604380505278;1604380505278;1604380505278;1604380505279;1604380505279;1604380505279;1604380505279;1604380505279;1604380505279;1604380505279;1604380505279;1604380505280;1604380505280;1604380505320;1604380505369;1604380505371;1604380505371;1604380505371;1604380505371;1604380505371;1604380505371;1604380505371;1604380505371;1604380505372;1604380505373;1604380505413;,106;380;184;106;144;408;144;106;284;1366;1366;476;1366;1366;476;1366;1366;476;1366;1366;476;1366;106;106;148;1366;1366;1366;1366;106;1366;709;1366;1366;1366;1366;846;148;106;148;106;148;1366;1366;1366;1366;846;1366;1366;1366;1366;1366;1366;846;175;106;1366;1366;106;148;1366;1366;106;106;148;1366;1366;1366;1366;706;106;148;106;106;148;106;148;106;106;148;106;148;106;148;106;106;106;106;106;106;148;106;148;148;106;407;144;106;106;106;,2;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;
1604380505,192.168.1.202,5353,224.0.0.251,5353,17,1454,0,6,0,1604380505094;1604380505199;1604380505299;1604380505401;1604380505503;1604380505606;,189;243;189;172;458;203;,1;1;1;1;1;1;
1604380505,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,1574,0,6,0,1604380505094;1604380505199;1604380505299;1604380505401;1604380505507;1604380505606;,209;263;209;192;478;223;,1;1;1;1;1;1;
1604380505,192.168.1.202,0,224.0.0.251,0,2,32,0,1,0,1604380505299;,32;,1;
1604380505,192.168.1.245,5353,224.0.0.251,5353,17,230,0,1,0,1604380505917;,230;,1;
1604380505,FE80::C2E:175:B5AF:E5C1,5353,FF02::FB,5353,17,250,0,1,0,1604380505917;,250;,1;
1604380506,192.168.1.204,5353,224.0.0.251,5353,17,260,0,1,0,1604380506121;,260;,1;
