Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1605607466,192.168.1.192,50520,137.110.0.69,443,17,98459,20814,112,123,1605607466000;1605607466000;1605607466001;1605607466004;1605607466004;1605607466009;1605607466009;1605607466009;1605607466010;1605607466010;1605607466010;1605607466010;1605607466010;1605607466011;1605607466039;1605607466039;1605607466207;1605607466207;1605607466229;1605607466230;1605607466238;1605607466258;1605607466262;1605607466317;1605607466431;1605607466439;1605607466442;1605607466442;1605607466442;1605607466445;1605607466445;1605607466445;1605607466446;1605607466446;1605607466446;1605607466471;1605607466517;1605607466629;1605607466629;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466638;1605607466642;1605607466642;1605607466642;1605607466642;1605607466642;1605607466642;1605607466642;1605607466642;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466643;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466644;1605607466651;1605607466651;1605607466659;1605607466660;1605607466660;1605607466660;1605607466660;1605607466660;1605607466661;1605607466662;1605607466662;1605607466662;1605607466662;1605607466663;1605607466663;1605607466663;1605607466663;1605607466666;1605607466666;1605607466666;1605607466667;1605607466668;1605607466668;1605607466668;1605607466668;1605607466668;1605607466668;1605607466668;1605607466668;1605607466668;1605607466669;1605607466669;1605607466669;1605607466669;1605607466669;1605607466670;1605607466670;1605607466670;1605607466674;1605607466674;1605607466674;1605607466674;1605607466674;1605607466674;1605607466676;1605607466680;1605607466680;1605607466680;1605607466681;1605607466681;1605607466681;1605607466683;1605607466684;1605607466684;1605607466687;1605607466687;1605607466687;1605607466687;1605607466687;1605607466689;1605607466690;1605607466690;1605607466693;1605607466693;1605607466693;1605607466693;1605607466693;1605607466693;1605607466696;1605607466696;1605607466696;1605607466699;1605607466699;1605607466700;1605607466700;1605607466700;1605607466703;1605607466704;1605607466706;1605607466706;1605607466706;1605607466706;1605607466706;1605607466707;1605607466707;1605607466708;1605607466709;1605607466709;1605607466709;1605607466760;1605607466800;1605607466801;1605607466801;1605607466801;1605607466802;1605607466802;1605607466802;1605607466831;1605607466858;1605607466859;1605607466860;1605607466860;1605607466863;1605607466863;1605607466863;1605607466863;1605607466863;1605607466864;1605607466870;1605607466875;1605607466876;1605607466891;,492;126;268;404;126;304;165;126;165;195;157;165;126;165;126;126;826;348;126;126;107;118;364;126;107;388;489;373;126;200;126;404;165;126;165;126;118;566;436;526;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1041;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;978;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1041;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1041;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;467;126;126;126;126;126;126;1366;1271;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;364;126;126;126;126;525;298;126;307;165;126;165;126;546;494;126;245;168;126;242;165;126;165;651;157;126;126;,2;1;2;2;1;2;2;1;1;2;2;2;1;1;2;2;1;1;2;2;1;2;2;1;1;2;2;2;1;2;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;1;2;
1605607467,192.168.1.192,50520,137.110.0.69,443,17,5838,7299,23,31,1605607467072;1605607467072;1605607467092;1605607467092;1605607467127;1605607467127;1605607467127;1605607467131;1605607467151;1605607467151;1605607467151;1605607467151;1605607467171;1605607467202;1605607467211;1605607467211;1605607467211;1605607467211;1605607467211;1605607467211;1605607467211;1605607467212;1605607467224;1605607467227;1605607467227;1605607467228;1605607467231;1605607467232;1605607467232;1605607467232;1605607467232;1605607467232;1605607467237;1605607467263;1605607467340;1605607467340;1605607467340;1605607467361;1605607467361;1605607467361;1605607467375;1605607467403;1605607467406;1605607467409;1605607467409;1605607467409;1605607467409;1605607467409;1605607467410;1605607467436;1605607467486;1605607467529;1605607467931;1605607467958;,532;304;126;126;245;165;1356;454;126;126;126;165;126;126;207;729;195;126;354;165;126;165;309;494;126;245;250;126;266;165;126;165;126;126;186;165;844;126;126;165;126;126;201;717;197;165;126;126;165;126;364;126;160;106;,1;1;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;1;2;2;1;1;2;2;1;2;2;1;2;2;1;1;2;2;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;2;1;1;2;
1605607468,192.168.1.192,50520,137.110.0.69,443,17,106,138,1,1,1605607468020;1605607468069;,138;106;,2;1;
1605607469,192.168.1.192,50520,137.110.0.69,443,17,34201,11735,49,60,1605607469259;1605607469328;1605607469328;1605607469386;1605607469387;1605607469387;1605607469446;1605607469446;1605607469446;1605607469481;1605607469494;1605607469495;1605607469495;1605607469496;1605607469499;1605607469499;1605607469499;1605607469499;1605607469499;1605607469499;1605607469520;1605607469554;1605607469555;1605607469582;1605607469582;1605607469651;1605607469652;1605607469652;1605607469652;1605607469652;1605607469652;1605607469652;1605607469653;1605607469653;1605607469653;1605607469653;1605607469654;1605607469655;1605607469655;1605607469655;1605607469655;1605607469655;1605607469655;1605607469656;1605607469656;1605607469656;1605607469656;1605607469656;1605607469657;1605607469657;1605607469657;1605607469657;1605607469657;1605607469657;1605607469676;1605607469676;1605607469676;1605607469676;1605607469676;1605607469683;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469684;1605607469685;1605607469685;1605607469685;1605607469685;1605607469685;1605607469688;1605607469689;1605607469689;1605607469689;1605607469757;1605607469760;1605607469760;1605607469761;1605607469761;1605607469761;1605607469762;1605607469762;1605607469782;1605607469797;1605607469797;1605607469801;1605607469801;1605607469802;1605607469803;1605607469803;1605607469803;1605607469804;1605607469806;1605607469827;1605607469860;1605607469864;1605607469864;1605607469864;1605607469866;1605607469894;,169;703;306;126;126;106;106;106;106;106;309;493;126;462;392;126;402;165;126;165;126;585;307;126;126;372;1366;1366;529;1366;1366;529;1366;1366;529;1366;1152;388;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;1366;1366;529;759;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;364;519;388;238;126;165;126;165;126;309;126;492;415;126;229;278;165;126;165;126;648;157;165;126;165;126;,1;1;1;2;2;2;2;1;1;2;2;2;1;2;2;1;2;2;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;1;2;2;1;2;2;2;1;1;2;2;2;2;1;1;2;
1605607470,192.168.1.192,50520,137.110.0.69,443,17,917,1366,6,7,1605607470066;1605607470113;1605607470942;1605607470942;1605607470961;1605607470962;1605607470962;1605607470989;1605607470989;1605607470989;1605607470989;1605607470989;1605607470990;,364;126;209;165;126;126;165;220;126;200;165;126;165;,2;1;1;1;2;2;2;2;1;2;2;1;1;
1605607471,192.168.1.192,50520,137.110.0.69,443,17,0,126,0,1,1605607471016;,126;,2;
1605607472,192.168.1.192,50520,137.110.0.69,443,17,22518,60619,62,91,1605607472595;1605607472595;1605607472598;1605607472620;1605607472629;1605607472629;1605607472629;1605607472629;1605607472630;1605607472651;1605607472652;1605607472652;1605607472670;1605607472670;1605607472670;1605607472670;1605607472670;1605607472671;1605607472686;1605607472686;1605607472692;1605607472695;1605607472696;1605607472696;1605607472696;1605607472696;1605607472696;1605607472696;1605607472697;1605607472702;1605607472703;1605607472703;1605607472703;1605607472703;1605607472703;1605607472703;1605607472704;1605607472704;1605607472704;1605607472706;1605607472709;1605607472709;1605607472709;1605607472710;1605607472710;1605607472711;1605607472711;1605607472712;1605607472712;1605607472712;1605607472712;1605607472713;1605607472714;1605607472714;1605607472714;1605607472714;1605607472714;1605607472714;1605607472715;1605607472715;1605607472715;1605607472715;1605607472716;1605607472716;1605607472716;1605607472716;1605607472716;1605607472716;1605607472722;1605607472722;1605607472722;1605607472723;1605607472723;1605607472723;1605607472723;1605607472723;1605607472723;1605607472725;1605607472725;1605607472725;1605607472725;1605607472725;1605607472725;1605607472725;1605607472725;1605607472726;1605607472726;1605607472726;1605607472726;1605607472726;1605607472726;1605607472726;1605607472726;1605607472726;1605607472727;1605607472727;1605607472727;1605607472727;1605607472727;1605607472728;1605607472731;1605607472740;1605607472754;1605607472762;1605607472762;1605607472762;1605607472763;1605607472763;1605607472789;1605607472792;1605607472812;1605607472812;1605607472812;1605607472812;1605607472812;1605607472813;1605607472816;1605607472833;1605607472850;1605607472895;1605607472949;1605607472949;1605607472949;1605607472949;1605607472949;1605607472949;1605607472949;1605607472952;1605607472952;1605607472952;1605607472953;1605607472953;1605607472953;1605607472953;1605607472953;1605607472953;1605607472971;1605607472971;1605607472971;1605607472971;1605607472972;1605607472972;1605607472972;1605607472976;1605607472977;1605607472977;1605607472977;1605607472978;1605607472978;1605607472978;1605607472978;1605607472978;1605607472989;,299;165;198;126;126;126;165;191;165;126;126;165;392;126;211;165;126;165;220;165;126;126;190;867;126;157;165;126;165;375;1346;1346;126;1346;1346;126;920;289;126;223;126;126;282;886;165;126;165;1346;126;1346;1346;126;1346;1346;1346;1346;126;126;1346;1346;1346;126;1346;1346;1346;967;126;126;1346;1346;1346;1346;1346;1346;126;126;126;1346;1346;1346;1346;1346;1346;126;126;126;1346;967;1346;1346;1346;126;126;126;1346;1009;126;165;126;126;268;126;126;260;583;165;126;165;126;193;371;738;157;165;126;126;165;106;126;192;596;1366;1366;529;1366;1366;180;802;1366;1366;529;1366;1366;529;1366;223;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;126;106;,1;1;1;2;2;2;2;1;1;2;2;2;2;1;2;2;1;1;1;1;1;2;2;2;1;2;2;1;1;2;2;2;1;2;2;1;2;2;1;1;2;2;2;2;2;1;1;2;1;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;2;2;1;1;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;
1605607473,192.168.1.192,50520,137.110.0.69,443,17,24527,258363,165,243,1605607473033;1605607473044;1605607473044;1605607473044;1605607473045;1605607473045;1605607473045;1605607473045;1605607473065;1605607473067;1605607473070;1605607473071;1605607473071;1605607473073;1605607473081;1605607473096;1605607473262;1605607473262;1605607473284;1605607473284;1605607473286;1605607473307;1605607473308;1605607473309;1605607473330;1605607473331;1605607473331;1605607473331;1605607473331;1605607473332;1605607473333;1605607473336;1605607473336;1605607473336;1605607473357;1605607473357;1605607473357;1605607473358;1605607473358;1605607473426;1605607473478;1605607473478;1605607473479;1605607473479;1605607473519;1605607473526;1605607473527;1605607473530;1605607473530;1605607473531;1605607473531;1605607473531;1605607473550;1605607473550;1605607473552;1605607473553;1605607473553;1605607473553;1605607473553;1605607473554;1605607473556;1605607473557;1605607473557;1605607473557;1605607473557;1605607473557;1605607473557;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473560;1605607473561;1605607473561;1605607473561;1605607473561;1605607473561;1605607473561;1605607473561;1605607473561;1605607473561;1605607473562;1605607473562;1605607473562;1605607473562;1605607473562;1605607473562;1605607473562;1605607473563;1605607473563;1605607473563;1605607473563;1605607473564;1605607473564;1605607473564;1605607473564;1605607473565;1605607473565;1605607473566;1605607473566;1605607473566;1605607473567;1605607473573;1605607473573;1605607473573;1605607473574;1605607473574;1605607473574;1605607473579;1605607473580;1605607473580;1605607473580;1605607473581;1605607473581;1605607473581;1605607473581;1605607473581;1605607473581;1605607473581;1605607473581;1605607473584;1605607473585;1605607473585;1605607473585;1605607473585;1605607473586;1605607473586;1605607473586;1605607473586;1605607473586;1605607473586;1605607473586;1605607473586;1605607473587;1605607473587;1605607473587;1605607473588;1605607473588;1605607473591;1605607473591;1605607473591;1605607473591;1605607473591;1605607473591;1605607473591;1605607473591;1605607473591;1605607473593;1605607473593;1605607473593;1605607473593;1605607473593;1605607473593;1605607473593;1605607473593;1605607473594;1605607473594;1605607473594;1605607473594;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473596;1605607473597;1605607473597;1605607473597;1605607473597;1605607473597;1605607473597;1605607473597;1605607473598;1605607473598;1605607473598;1605607473598;1605607473598;1605607473598;1605607473598;1605607473598;1605607473599;1605607473599;1605607473599;1605607473599;1605607473599;1605607473599;1605607473599;1605607473599;1605607473599;1605607473601;1605607473601;1605607473601;1605607473601;1605607473601;1605607473601;1605607473601;1605607473601;1605607473602;1605607473602;1605607473604;1605607473604;1605607473604;1605607473604;1605607473605;1605607473605;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473607;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473610;1605607473611;1605607473611;1605607473611;1605607473611;1605607473611;1605607473611;1605607473611;1605607473611;1605607473611;1605607473612;1605607473612;1605607473612;1605607473612;1605607473612;1605607473612;1605607473613;1605607473620;1605607473620;1605607473621;1605607473621;1605607473622;1605607473622;1605607473622;1605607473622;1605607473622;1605607473622;1605607473640;1605607473640;1605607473640;1605607473642;1605607473643;1605607473645;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473646;1605607473647;1605607473647;1605607473647;1605607473647;1605607473647;1605607473647;1605607473647;1605607473647;1605607473648;1605607473649;1605607473649;1605607473649;1605607473649;1605607473649;1605607473649;1605607473649;1605607473650;1605607473650;1605607473650;1605607473650;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473652;1605607473653;1605607473653;1605607473653;1605607473653;1605607473653;1605607473653;1605607473654;1605607473654;1605607473654;1605607473654;1605607473654;1605607473654;1605607473654;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473655;1605607473656;1605607473656;1605607473656;1605607473656;1605607473656;1605607473656;1605607473657;1605607473657;1605607473657;1605607473657;1605607473658;1605607473658;1605607473663;1605607473669;1605607473669;1605607473670;1605607473670;1605607473670;1605607473670;1605607473670;1605607473670;1605607473673;1605607473673;1605607473673;1605607473673;1605607473673;1605607473673;1605607473673;1605607473673;1605607473673;1605607473674;1605607473674;1605607473674;1605607473674;1605607473674;1605607473674;1605607473674;1605607473674;1605607473674;1605607473682;1605607473682;1605607473683;1605607473683;1605607473683;1605607473683;1605607473683;1605607473684;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473687;1605607473688;1605607473688;1605607473688;1605607473733;1605607473733;,652;521;313;126;390;165;126;165;126;652;157;165;126;165;106;126;134;134;221;602;118;118;106;623;106;1366;1366;1366;278;106;106;199;205;570;106;364;172;106;144;106;1366;1366;106;169;106;135;135;267;127;132;132;127;272;424;138;582;277;429;138;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;1366;606;1366;1366;1366;106;1366;106;106;106;106;1366;1366;1366;106;138;1366;1366;1366;106;106;1366;1366;106;1366;1366;106;1366;1366;106;138;126;138;126;681;673;1366;1366;1366;106;1366;1366;1366;1366;106;106;1366;106;1366;1366;1366;1366;138;106;106;126;1366;1366;1366;678;106;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;106;1366;1366;1366;1366;1366;106;106;1366;1366;1366;1366;1366;1366;1366;1366;106;106;106;106;1366;1366;126;126;106;1366;1366;502;1366;1366;502;126;138;126;138;1366;1366;138;126;1366;126;136;1366;1366;1366;683;1366;1366;1366;1366;1366;138;126;126;106;106;106;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;1366;106;1366;1366;1366;683;126;338;106;106;106;106;106;106;106;106;190;218;534;190;190;218;218;544;218;516;126;126;126;663;157;126;126;126;126;126;126;126;365;365;365;126;439;200;157;157;126;126;157;157;1366;126;277;1366;1366;428;1366;277;126;126;126;126;1366;239;157;381;1366;1366;1366;1366;1366;1366;1366;1366;1366;126;126;126;126;126;126;126;126;126;126;126;1366;374;1366;1366;1366;1366;1366;1366;1366;126;126;126;126;126;126;126;126;126;1366;1366;1366;126;126;126;126;1366;126;1366;1366;1366;126;126;126;1366;1366;1366;1366;126;1366;1366;1366;1366;126;126;126;126;126;1366;1366;126;126;1366;126;1366;1366;1366;1366;126;126;616;1366;1366;1366;1366;1366;1366;1366;500;126;126;126;126;126;126;,2;2;2;1;2;2;1;1;2;2;2;2;1;1;1;2;1;1;2;2;1;2;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;1;1;2;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;2;2;1;2;2;1;2;2;1;2;1;2;1;1;1;2;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;2;1;1;1;2;2;2;1;1;2;2;2;1;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;
1605607474,192.168.1.202,5353,224.0.0.251,5353,17,1576,0,6,0,1605607474000;1605607474001;1605607474204;1605607474512;1605607474819;1605607474820;,234;458;173;279;189;243;,1;1;1;1;1;1;
1605607474,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,1696,0,6,0,1605607474000;1605607474001;1605607474205;1605607474512;1605607474819;1605607474820;,254;478;193;299;209;263;,1;1;1;1;1;1;
