Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1605606982,192.168.1.203,5353,224.0.0.251,5353,17,172,0,1,0,1605606982673;,172;,1;
1605606982,FE80::1804:6140:EE9F:1A02,5353,FF02::FB,5353,17,192,0,1,0,1605606982674;,192;,1;
1605606982,192.168.1.192,50520,137.110.0.69,443,17,141,243,1,2,1605606982902;1605606982903;1605606982922;,137;141;106;,2;1;2;
1605606983,192.168.1.192,50520,137.110.0.69,443,17,319,392,3,3,1605606983136;1605606983139;1605606983176;1605606983192;1605606983366;1605606983453;,137;137;106;106;107;118;,2;2;1;1;1;2;
1605606983,192.168.1.202,5353,224.0.0.251,5353,17,234,0,1,0,1605606983800;,234;,1;
1605606983,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,478,0,1,0,1605606983802;,478;,1;
1605606984,192.168.1.202,5353,224.0.0.251,5353,17,1786,0,8,0,1605606984005;1605606984210;1605606984312;1605606984517;1605606984619;1605606984721;1605606984835;1605606984837;,173;189;173;189;243;189;172;458;,1;1;1;1;1;1;1;1;
1605606984,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,1946,0,8,0,1605606984005;1605606984210;1605606984312;1605606984517;1605606984619;1605606984722;1605606984835;1605606984837;,193;209;193;209;263;209;192;478;,1;1;1;1;1;1;1;1;
1605606984,192.168.1.192,50520,137.110.0.69,443,17,106,106,1,1,1605606984138;1605606984138;,106;106;,2;1;
1605606984,192.168.1.202,0,224.0.0.251,0,2,32,0,1,0,1605606984210;,32;,1;
1605606985,192.168.1.202,5353,224.0.0.251,5353,17,566,0,2,0,1605606985028;1605606985643;,203;363;,1;1;
1605606985,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,606,0,2,0,1605606985029;1605606985644;,223;383;,1;1;
1605606985,192.168.1.192,50520,137.110.0.69,443,17,175,106,1,1,1605606985833;1605606985859;,175;106;,1;2;
1605606986,FE80::A608:F5FF:FE6C:3BA6,0,FF02::1,0,58,96,0,1,0,1605606986670;,96;,1;
1605606986,192.168.1.202,5353,224.0.0.251,5353,17,180,0,1,0,1605606986769;,180;,1;
1605606986,FE80::14C3:1D88:1F63:D8C,5353,FF02::FB,5353,17,200,0,1,0,1605606986770;,200;,1;
1605606987,192.168.1.192,50520,137.110.0.69,443,17,107,118,1,1,1605606987801;1605606987893;,107;118;,1;2;
1605606988,192.168.1.192,50520,137.110.0.69,443,17,6869,1593,11,7,1605606988137;1605606988138;1605606988141;1605606988141;1605606988249;1605606988249;1605606988249;1605606988250;1605606988251;1605606988251;1605606988251;1605606988278;1605606988280;1605606988281;1605606988283;1605606988284;1605606988377;1605606988378;,106;106;106;106;640;1366;340;640;1366;1366;727;106;532;106;106;106;531;106;,2;1;2;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;
