Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1606807589,2605:E000:151F:C329:ADC4:466B:49F2:19E9,62944,2607:F8B0:4007:80E::2003,443,6,61,72,1,1,1606807589290;1606807589306;,61;72;,1;2;
1606807590,192.168.1.192,62949,162.159.130.234,443,6,40,181,1,1,1606807590126;1606807590181;,181;40;,2;1;
1606807596,192.168.1.192,62943,54.149.94.178,443,6,136,96,2,1,1606807596173;1606807596213;1606807596267;,96;96;40;,1;2;1;
1606807598,192.168.1.192,62949,162.159.130.234,443,6,40,216,1,2,1606807598067;1606807598071;1606807598071;,107;109;40;,2;2;1;
1606807598,FE80::9A1E:19FF:FE38:1EB2,0,FF02::1,0,58,120,0,1,0,1606807598285;,120;,1;
1606807598,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63439,2607:F8B0:4007:803::200E,443,6,61,72,1,1,1606807598351;1606807598367;,61;72;,1;2;
1606807599,192.168.1.192,49327,137.221.105.152,1119,6,109,40,1,1,1606807599468;1606807599484;,109;40;,1;2;
1606807601,192.168.1.192,62949,162.159.130.234,443,6,40,100,1,1,1606807601510;1606807601560;,100;40;,2;1;
1606807606,2605:E000:151F:C329:ADC4:466B:49F2:19E9,62941,2607:F8B0:4023:C06::BC,5228,6,61,72,1,1,1606807606790;1606807606808;,61;72;,1;2;
1606807607,192.168.1.192,62943,54.149.94.178,443,6,136,96,2,1,1606807607155;1606807607191;1606807607232;,96;96;40;,1;2;1;
1606807608,192.168.1.192,63466,34.200.33.179,443,6,41,52,1,1,1606807608503;1606807608580;,41;52;,1;2;
1606807610,192.168.1.192,62949,162.159.130.234,443,6,134,113,2,2,1606807610179;1606807610194;1606807610256;1606807610304;,94;40;73;40;,1;2;2;1;
1606807611,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63016,2607:F8B0:4007:813::200E,443,17,4940,5183,9,11,1606807611226;1606807611251;1606807611274;1606807611274;1606807611274;1606807611275;1606807611276;1606807611276;1606807611276;1606807611289;1606807611289;1606807611289;1606807611295;1606807611295;1606807611322;1606807611355;1606807611356;1606807611356;1606807611383;1606807611413;,1378;1378;1378;283;111;195;1374;1374;293;660;74;81;73;75;81;801;83;277;81;73;,1;2;2;2;2;1;1;1;1;2;2;1;2;2;1;2;1;2;1;2;
1606807611,192.168.1.192,62998,13.226.254.88,443,6,41,52,1,1,1606807611245;1606807611256;,41;52;,1;2;
1606807611,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63487,2607:F8B0:4007:813::200E,443,6,957,1044,5,4,1606807611251;1606807611264;1606807611265;1606807611265;1606807611280;1606807611306;1606807611309;1606807611321;1606807611369;,72;72;60;641;60;272;124;640;60;,1;2;1;1;2;2;1;2;1;
1606807611,192.168.1.192,62945,128.54.70.212,443,6,75,111,1,2,1606807611298;1606807611299;1606807611314;,71;75;40;,2;1;2;
1606807611,192.168.1.192,62999,151.101.198.180,443,6,41,52,1,1,1606807611339;1606807611353;,41;52;,1;2;
1606807612,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63423,2607:F8B0:4023:C03::9A,443,6,61,72,1,1,1606807612755;1606807612776;,61;72;,1;2;
1606807612,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63424,2607:F8B0:4007:80F::2004,443,6,61,72,1,1,1606807612866;1606807612881;,61;72;,1;2;
1606807614,192.168.1.192,62961,205.196.6.67,443,6,103,0,1,0,1606807614988;,103;,1;
1606807615,192.168.1.192,62961,205.196.6.67,443,6,0,40,0,1,1606807615088;,40;,2;
1606807616,192.168.1.192,63004,3.210.65.65,443,6,41,52,1,1,1606807616247;1606807616321;,41;52;,1;2;
1606807616,192.168.1.192,62960,128.54.70.212,443,6,75,111,1,2,1606807616389;1606807616389;1606807616401;,71;75;40;,2;1;2;
1606807617,192.168.1.192,62943,54.149.94.178,443,6,136,96,2,1,1606807617168;1606807617206;1606807617261;,96;96;40;,1;2;1;
1606807617,2605:E000:151F:C329:ADC4:466B:49F2:19E9,63254,2607:F8B0:4007:80D::200E,443,6,891,596,4,7,1606807617742;1606807617742;1606807617755;1606807617761;1606807617761;1606807617788;1606807617788;1606807617788;1606807617788;1606807617789;1606807617804;,633;99;60;60;99;127;91;99;60;99;60;,1;1;2;2;2;2;2;2;1;1;2;
1606807617,192.168.1.192,63006,52.230.222.68,443,6,123,214,2,1,1606807617821;1606807617885;1606807617933;,83;214;40;,1;2;1;
